,leaf_ID,plant_disease
28627,2526,Peach___healthy
28628,2526,Peach___healthy
28629,4726,Peach___healthy
28630,4726,Peach___healthy
28631,4726,Peach___healthy
28632,4726,Peach___healthy
28633,4726,Peach___healthy
28634,4726,Peach___healthy
28635,4726,Peach___healthy
28636,4726,Peach___healthy
28637,4917,Peach___healthy
28638,4917,Peach___healthy
28639,4917,Peach___healthy
28640,4917,Peach___healthy
28641,4917,Peach___healthy
28642,4917,Peach___healthy
28643,4917,Peach___healthy
28644,4917,Peach___healthy
28645,895,Peach___healthy
28646,895,Peach___healthy
28647,895,Peach___healthy
28648,895,Peach___healthy
28649,895,Peach___healthy
28650,895,Peach___healthy
28651,895,Peach___healthy
28652,895,Peach___healthy
28653,2112,Peach___healthy
28654,2112,Peach___healthy
28655,2112,Peach___healthy
28656,2112,Peach___healthy
28657,2112,Peach___healthy
28658,2112,Peach___healthy
28659,2112,Peach___healthy
28660,2112,Peach___healthy
28661,1378,Peach___healthy
28662,1378,Peach___healthy
28663,1378,Peach___healthy
28664,1378,Peach___healthy
28665,1378,Peach___healthy
28666,1378,Peach___healthy
28667,1378,Peach___healthy
28668,5127,Peach___healthy
28669,5127,Peach___healthy
28670,5127,Peach___healthy
28671,5127,Peach___healthy
28672,5127,Peach___healthy
28673,5127,Peach___healthy
28674,5127,Peach___healthy
28675,5127,Peach___healthy
28676,2365,Peach___healthy
28677,2365,Peach___healthy
28678,2365,Peach___healthy
28679,2365,Peach___healthy
28680,2365,Peach___healthy
28681,2365,Peach___healthy
28682,2365,Peach___healthy
28683,2365,Peach___healthy
28684,788,Peach___healthy
28685,788,Peach___healthy
28686,788,Peach___healthy
28687,788,Peach___healthy
28688,788,Peach___healthy
28689,788,Peach___healthy
28690,788,Peach___healthy
28691,1477,Peach___healthy
28692,1477,Peach___healthy
28693,1477,Peach___healthy
28694,1477,Peach___healthy
28695,1477,Peach___healthy
28696,1477,Peach___healthy
28697,1477,Peach___healthy
28698,1477,Peach___healthy
28699,838,Peach___healthy
28700,838,Peach___healthy
28701,838,Peach___healthy
28702,838,Peach___healthy
28703,838,Peach___healthy
28704,838,Peach___healthy
28705,838,Peach___healthy
28706,4744,Peach___healthy
28707,4744,Peach___healthy
28708,4744,Peach___healthy
28709,4744,Peach___healthy
28710,4744,Peach___healthy
28711,4744,Peach___healthy
28712,4744,Peach___healthy
28713,4237,Apple___Black_rot
28714,4237,Apple___Black_rot
28715,4237,Apple___Black_rot
28716,4237,Apple___Black_rot
28717,4237,Apple___Black_rot
28718,4237,Apple___Black_rot
28719,4237,Apple___Black_rot
28720,4237,Apple___Black_rot
28721,4237,Apple___Black_rot
28722,4226,Apple___Black_rot
28723,4226,Apple___Black_rot
28724,4226,Apple___Black_rot
28725,4226,Apple___Black_rot
28726,4226,Apple___Black_rot
28727,4226,Apple___Black_rot
28728,4226,Apple___Black_rot
28729,4226,Apple___Black_rot
28730,4226,Apple___Black_rot
28731,4226,Apple___Black_rot
28732,505,Apple___Black_rot
28733,505,Apple___Black_rot
28734,505,Apple___Black_rot
28735,505,Apple___Black_rot
28736,505,Apple___Black_rot
28737,505,Apple___Black_rot
28738,505,Apple___Black_rot
28739,505,Apple___Black_rot
28740,505,Apple___Black_rot
28741,1674,Apple___Black_rot
28742,1674,Apple___Black_rot
28743,1674,Apple___Black_rot
28744,1674,Apple___Black_rot
28745,1674,Apple___Black_rot
28746,1674,Apple___Black_rot
28747,1674,Apple___Black_rot
28748,1674,Apple___Black_rot
28749,1674,Apple___Black_rot
28750,1674,Apple___Black_rot
28751,1674,Apple___Black_rot
28752,1674,Apple___Black_rot
28753,1674,Apple___Black_rot
28754,1674,Apple___Black_rot
28755,2897,Apple___Black_rot
28756,2897,Apple___Black_rot
28757,2897,Apple___Black_rot
28758,2897,Apple___Black_rot
28759,2897,Apple___Black_rot
28760,2897,Apple___Black_rot
28761,2897,Apple___Black_rot
28762,2897,Apple___Black_rot
28763,2897,Apple___Black_rot
28764,2897,Apple___Black_rot
28765,2897,Apple___Black_rot
28766,4513,Apple___Black_rot
28767,4513,Apple___Black_rot
28768,4513,Apple___Black_rot
28769,4513,Apple___Black_rot
28770,4513,Apple___Black_rot
28771,4513,Apple___Black_rot
28772,4513,Apple___Black_rot
28773,4513,Apple___Black_rot
28774,4513,Apple___Black_rot
28775,4513,Apple___Black_rot
28776,4513,Apple___Black_rot
28777,4513,Apple___Black_rot
28778,1212,Apple___Black_rot
28779,1212,Apple___Black_rot
28780,1212,Apple___Black_rot
28781,1212,Apple___Black_rot
28782,1212,Apple___Black_rot
28783,1212,Apple___Black_rot
28784,1212,Apple___Black_rot
28785,1212,Apple___Black_rot
28786,1212,Apple___Black_rot
28787,1212,Apple___Black_rot
28788,1212,Apple___Black_rot
28789,1212,Apple___Black_rot
28790,1212,Apple___Black_rot
28791,1212,Apple___Black_rot
28792,1212,Apple___Black_rot
28793,1212,Apple___Black_rot
28794,1212,Apple___Black_rot
28795,1212,Apple___Black_rot
28796,1212,Apple___Black_rot
28797,764,Apple___Black_rot
28798,764,Apple___Black_rot
28799,764,Apple___Black_rot
28800,764,Apple___Black_rot
28801,764,Apple___Black_rot
28802,764,Apple___Black_rot
28803,764,Apple___Black_rot
28804,764,Apple___Black_rot
28805,764,Apple___Black_rot
28806,764,Apple___Black_rot
28807,764,Apple___Black_rot
28808,764,Apple___Black_rot
28809,764,Apple___Black_rot
28810,764,Apple___Black_rot
28811,764,Apple___Black_rot
28812,764,Apple___Black_rot
28813,764,Apple___Black_rot
28814,764,Apple___Black_rot
28815,764,Apple___Black_rot
28816,764,Apple___Black_rot
28817,764,Apple___Black_rot
28818,813,Apple___Black_rot
28819,813,Apple___Black_rot
28820,813,Apple___Black_rot
28821,813,Apple___Black_rot
28822,813,Apple___Black_rot
28823,813,Apple___Black_rot
28824,813,Apple___Black_rot
28825,813,Apple___Black_rot
28826,813,Apple___Black_rot
28827,813,Apple___Black_rot
28828,813,Apple___Black_rot
28829,813,Apple___Black_rot
28830,813,Apple___Black_rot
28831,813,Apple___Black_rot
28832,4775,Apple___Black_rot
28833,4775,Apple___Black_rot
28834,4775,Apple___Black_rot
28835,4775,Apple___Black_rot
28836,4775,Apple___Black_rot
28837,4775,Apple___Black_rot
28838,4775,Apple___Black_rot
28839,4775,Apple___Black_rot
28840,4775,Apple___Black_rot
28841,4775,Apple___Black_rot
28842,4775,Apple___Black_rot
28843,479,Apple___Black_rot
28844,479,Apple___Black_rot
28845,479,Apple___Black_rot
28846,479,Apple___Black_rot
28847,479,Apple___Black_rot
28848,479,Apple___Black_rot
28849,479,Apple___Black_rot
28850,479,Apple___Black_rot
28851,479,Apple___Black_rot
28852,479,Apple___Black_rot
28853,479,Apple___Black_rot
28854,2236,Apple___Black_rot
28855,2236,Apple___Black_rot
28856,2236,Apple___Black_rot
28857,2236,Apple___Black_rot
28858,2236,Apple___Black_rot
28859,2236,Apple___Black_rot
28860,2236,Apple___Black_rot
28861,2236,Apple___Black_rot
28862,2236,Apple___Black_rot
28863,2236,Apple___Black_rot
28864,2236,Apple___Black_rot
28865,2236,Apple___Black_rot
28866,2236,Apple___Black_rot
28867,2236,Apple___Black_rot
28868,2236,Apple___Black_rot
28869,3341,Apple___Black_rot
28870,3341,Apple___Black_rot
28871,3341,Apple___Black_rot
28872,3341,Apple___Black_rot
28873,3341,Apple___Black_rot
28874,3341,Apple___Black_rot
28875,3341,Apple___Black_rot
28876,3341,Apple___Black_rot
28877,3341,Apple___Black_rot
28878,3341,Apple___Black_rot
28879,3267,Apple___Black_rot
28880,3267,Apple___Black_rot
28881,3267,Apple___Black_rot
28882,3267,Apple___Black_rot
28883,3267,Apple___Black_rot
28884,3267,Apple___Black_rot
28885,3267,Apple___Black_rot
28886,3267,Apple___Black_rot
28887,3267,Apple___Black_rot
28888,3267,Apple___Black_rot
28889,3267,Apple___Black_rot
28890,3267,Apple___Black_rot
28891,3267,Apple___Black_rot
28892,3267,Apple___Black_rot
28893,2821,Apple___Black_rot
28894,2821,Apple___Black_rot
28895,2821,Apple___Black_rot
28896,2821,Apple___Black_rot
28897,2821,Apple___Black_rot
28898,2821,Apple___Black_rot
28899,2821,Apple___Black_rot
28900,2821,Apple___Black_rot
28901,2821,Apple___Black_rot
28902,2821,Apple___Black_rot
28903,2821,Apple___Black_rot
28904,2821,Apple___Black_rot
28905,4054,Apple___Black_rot
28906,4054,Apple___Black_rot
28907,4054,Apple___Black_rot
28908,4054,Apple___Black_rot
28909,4054,Apple___Black_rot
28910,4054,Apple___Black_rot
28911,4054,Apple___Black_rot
28912,4054,Apple___Black_rot
28913,4054,Apple___Black_rot
28914,4054,Apple___Black_rot
28915,4054,Apple___Black_rot
28916,2134,Apple___Black_rot
28917,2134,Apple___Black_rot
28918,2134,Apple___Black_rot
28919,2134,Apple___Black_rot
28920,2134,Apple___Black_rot
28921,2134,Apple___Black_rot
28922,2134,Apple___Black_rot
28923,2134,Apple___Black_rot
28924,2134,Apple___Black_rot
28925,2134,Apple___Black_rot
28926,2756,Apple___Black_rot
28927,2756,Apple___Black_rot
28928,2756,Apple___Black_rot
28929,2756,Apple___Black_rot
28930,2756,Apple___Black_rot
28931,2756,Apple___Black_rot
28932,2756,Apple___Black_rot
28933,2756,Apple___Black_rot
28934,2756,Apple___Black_rot
28935,2756,Apple___Black_rot
28936,2756,Apple___Black_rot
28937,2756,Apple___Black_rot
28938,2756,Apple___Black_rot
28939,2756,Apple___Black_rot
28940,2756,Apple___Black_rot
28941,4127,Apple___Black_rot
28942,4127,Apple___Black_rot
28943,4127,Apple___Black_rot
28944,4127,Apple___Black_rot
28945,4127,Apple___Black_rot
28946,4127,Apple___Black_rot
28947,4127,Apple___Black_rot
28948,4127,Apple___Black_rot
28949,4127,Apple___Black_rot
28950,4127,Apple___Black_rot
28951,4127,Apple___Black_rot
28952,4127,Apple___Black_rot
28953,3744,Apple___Black_rot
28954,3744,Apple___Black_rot
28955,3744,Apple___Black_rot
28956,3744,Apple___Black_rot
28957,3744,Apple___Black_rot
28958,3744,Apple___Black_rot
28959,3744,Apple___Black_rot
28960,3744,Apple___Black_rot
28961,175,Apple___Black_rot
28962,175,Apple___Black_rot
28963,175,Apple___Black_rot
28964,175,Apple___Black_rot
28965,175,Apple___Black_rot
28966,175,Apple___Black_rot
28967,175,Apple___Black_rot
28968,175,Apple___Black_rot
28969,175,Apple___Black_rot
28970,175,Apple___Black_rot
28971,1495,Apple___Black_rot
28972,1495,Apple___Black_rot
28973,1495,Apple___Black_rot
28974,1495,Apple___Black_rot
28975,1495,Apple___Black_rot
28976,1495,Apple___Black_rot
28977,1495,Apple___Black_rot
28978,1495,Apple___Black_rot
28979,1495,Apple___Black_rot
28980,1495,Apple___Black_rot
28981,828,Apple___Black_rot
28982,828,Apple___Black_rot
28983,828,Apple___Black_rot
28984,828,Apple___Black_rot
28985,828,Apple___Black_rot
28986,828,Apple___Black_rot
28987,828,Apple___Black_rot
28988,828,Apple___Black_rot
28989,828,Apple___Black_rot
28990,828,Apple___Black_rot
28991,828,Apple___Black_rot
28992,828,Apple___Black_rot
28993,5482,Apple___Black_rot
28994,5482,Apple___Black_rot
28995,5482,Apple___Black_rot
28996,5482,Apple___Black_rot
28997,5482,Apple___Black_rot
28998,5482,Apple___Black_rot
28999,5482,Apple___Black_rot
29000,5482,Apple___Black_rot
29001,1051,Apple___Black_rot
29002,1051,Apple___Black_rot
29003,1051,Apple___Black_rot
29004,1051,Apple___Black_rot
29005,1051,Apple___Black_rot
29006,1051,Apple___Black_rot
29007,1051,Apple___Black_rot
29008,1051,Apple___Black_rot
29009,1051,Apple___Black_rot
29010,1051,Apple___Black_rot
29011,2617,Apple___Black_rot
29012,2617,Apple___Black_rot
29013,2617,Apple___Black_rot
29014,2617,Apple___Black_rot
29015,2617,Apple___Black_rot
29016,2617,Apple___Black_rot
29017,2617,Apple___Black_rot
29018,2617,Apple___Black_rot
29019,2617,Apple___Black_rot
29020,2044,Apple___Black_rot
29021,2044,Apple___Black_rot
29022,2044,Apple___Black_rot
29023,2044,Apple___Black_rot
29024,2044,Apple___Black_rot
29025,2044,Apple___Black_rot
29026,2044,Apple___Black_rot
29027,2044,Apple___Black_rot
29028,2044,Apple___Black_rot
29029,2044,Apple___Black_rot
29030,2044,Apple___Black_rot
29031,5063,Apple___Black_rot
29032,5063,Apple___Black_rot
29033,5063,Apple___Black_rot
29034,5063,Apple___Black_rot
29035,5063,Apple___Black_rot
29036,5063,Apple___Black_rot
29037,5063,Apple___Black_rot
29038,5063,Apple___Black_rot
29039,5063,Apple___Black_rot
29040,5063,Apple___Black_rot
29041,5063,Apple___Black_rot
29042,5063,Apple___Black_rot
29043,5063,Apple___Black_rot
29044,5063,Apple___Black_rot
29045,5063,Apple___Black_rot
29046,3688,Apple___Black_rot
29047,3688,Apple___Black_rot
29048,3688,Apple___Black_rot
29049,3688,Apple___Black_rot
29050,3688,Apple___Black_rot
29051,3688,Apple___Black_rot
29052,3688,Apple___Black_rot
29053,3688,Apple___Black_rot
29054,3688,Apple___Black_rot
29055,3688,Apple___Black_rot
29056,3688,Apple___Black_rot
29057,3688,Apple___Black_rot
29058,3688,Apple___Black_rot
29059,718,Apple___Black_rot
29060,718,Apple___Black_rot
29061,718,Apple___Black_rot
29062,718,Apple___Black_rot
29063,718,Apple___Black_rot
29064,718,Apple___Black_rot
29065,718,Apple___Black_rot
29066,718,Apple___Black_rot
29067,718,Apple___Black_rot
29068,718,Apple___Black_rot
29069,718,Apple___Black_rot
29070,2938,Apple___Black_rot
29071,2938,Apple___Black_rot
29072,2938,Apple___Black_rot
29073,2938,Apple___Black_rot
29074,2938,Apple___Black_rot
29075,2938,Apple___Black_rot
29076,2938,Apple___Black_rot
29077,2938,Apple___Black_rot
29078,2938,Apple___Black_rot
29079,2938,Apple___Black_rot
29080,2938,Apple___Black_rot
29081,3211,Apple___Black_rot
29082,3211,Apple___Black_rot
29083,3211,Apple___Black_rot
29084,3211,Apple___Black_rot
29085,3211,Apple___Black_rot
29086,724,Apple___Black_rot
29087,724,Apple___Black_rot
29088,724,Apple___Black_rot
29089,724,Apple___Black_rot
29090,724,Apple___Black_rot
29091,3848,Apple___Black_rot
29092,3848,Apple___Black_rot
29093,3848,Apple___Black_rot
29094,3848,Apple___Black_rot
29095,3848,Apple___Black_rot
29096,3848,Apple___Black_rot
29097,3848,Apple___Black_rot
29098,3848,Apple___Black_rot
29099,3848,Apple___Black_rot
29100,3848,Apple___Black_rot
29101,3848,Apple___Black_rot
29102,4325,Apple___Black_rot
29103,4325,Apple___Black_rot
29104,4325,Apple___Black_rot
29105,4325,Apple___Black_rot
29106,4325,Apple___Black_rot
29107,1304,Apple___Black_rot
29108,1304,Apple___Black_rot
29109,1304,Apple___Black_rot
29110,1304,Apple___Black_rot
29111,1304,Apple___Black_rot
29112,2012,Apple___Black_rot
29113,2012,Apple___Black_rot
29114,2012,Apple___Black_rot
29115,2012,Apple___Black_rot
29116,2012,Apple___Black_rot
29117,4118,Apple___Black_rot
29118,4118,Apple___Black_rot
29119,4118,Apple___Black_rot
29120,4118,Apple___Black_rot
29121,4118,Apple___Black_rot
29122,4118,Apple___Black_rot
29123,2792,Apple___Black_rot
29124,2792,Apple___Black_rot
29125,2792,Apple___Black_rot
29126,2792,Apple___Black_rot
29127,2792,Apple___Black_rot
29128,2792,Apple___Black_rot
29129,3664,Apple___Black_rot
29130,3664,Apple___Black_rot
29131,3664,Apple___Black_rot
29132,3664,Apple___Black_rot
29133,3664,Apple___Black_rot
29134,3664,Apple___Black_rot
29135,1047,Apple___Black_rot
29136,1047,Apple___Black_rot
29137,1047,Apple___Black_rot
29138,1047,Apple___Black_rot
29139,1047,Apple___Black_rot
29140,1047,Apple___Black_rot
29141,2339,Apple___Black_rot
29142,2339,Apple___Black_rot
29143,2339,Apple___Black_rot
29144,2339,Apple___Black_rot
29145,2339,Apple___Black_rot
29146,2339,Apple___Black_rot
29147,1047,Apple___Black_rot
29148,1047,Apple___Black_rot
29149,1047,Apple___Black_rot
29150,1047,Apple___Black_rot
29151,1047,Apple___Black_rot
29152,1047,Apple___Black_rot
29153,2339,Apple___Black_rot
29154,2339,Apple___Black_rot
29155,2339,Apple___Black_rot
29156,2339,Apple___Black_rot
29157,2339,Apple___Black_rot
29158,2339,Apple___Black_rot
29159,5782,Apple___Black_rot
29160,5782,Apple___Black_rot
29161,5782,Apple___Black_rot
29162,5782,Apple___Black_rot
29163,5782,Apple___Black_rot
29164,5782,Apple___Black_rot
29165,281,Apple___Black_rot
29166,281,Apple___Black_rot
29167,281,Apple___Black_rot
29168,281,Apple___Black_rot
29169,281,Apple___Black_rot
29170,281,Apple___Black_rot
29171,472,Apple___Black_rot
29172,472,Apple___Black_rot
29173,472,Apple___Black_rot
29174,472,Apple___Black_rot
29175,472,Apple___Black_rot
29176,472,Apple___Black_rot
29177,4975,Apple___Black_rot
29178,4975,Apple___Black_rot
29179,4975,Apple___Black_rot
29180,4975,Apple___Black_rot
29181,4975,Apple___Black_rot
29182,4975,Apple___Black_rot
29183,5997,Apple___Black_rot
29184,5997,Apple___Black_rot
29185,5997,Apple___Black_rot
29186,5997,Apple___Black_rot
29187,5997,Apple___Black_rot
29188,5997,Apple___Black_rot
29189,400,Apple___Black_rot
29190,400,Apple___Black_rot
29191,400,Apple___Black_rot
29192,400,Apple___Black_rot
29193,400,Apple___Black_rot
29194,400,Apple___Black_rot
29195,5902,Apple___Black_rot
29196,5902,Apple___Black_rot
29197,5902,Apple___Black_rot
29198,5902,Apple___Black_rot
29199,5902,Apple___Black_rot
29200,5902,Apple___Black_rot
29201,5902,Apple___Black_rot
29202,3721,Apple___Black_rot
29203,3721,Apple___Black_rot
29204,3721,Apple___Black_rot
29205,3721,Apple___Black_rot
29206,3721,Apple___Black_rot
29207,3721,Apple___Black_rot
29208,3721,Apple___Black_rot
29209,5281,Apple___Black_rot
29210,5281,Apple___Black_rot
29211,5281,Apple___Black_rot
29212,5281,Apple___Black_rot
29213,5281,Apple___Black_rot
29214,5281,Apple___Black_rot
29215,3712,Apple___Black_rot
29216,3712,Apple___Black_rot
29217,3712,Apple___Black_rot
29218,3712,Apple___Black_rot
29219,3712,Apple___Black_rot
29220,3712,Apple___Black_rot
29221,1223,Apple___Black_rot
29222,1223,Apple___Black_rot
29223,1223,Apple___Black_rot
29224,1223,Apple___Black_rot
29225,1223,Apple___Black_rot
29226,5928,Apple___Black_rot
29227,5928,Apple___Black_rot
29228,5928,Apple___Black_rot
29229,5928,Apple___Black_rot
29230,5928,Apple___Black_rot
29231,5928,Apple___Black_rot
29232,2830,Apple___Black_rot
29233,2830,Apple___Black_rot
29234,2830,Apple___Black_rot
29235,2830,Apple___Black_rot
29236,2830,Apple___Black_rot
29237,2830,Apple___Black_rot
29238,5985,Apple___Black_rot
29239,5985,Apple___Black_rot
29240,5985,Apple___Black_rot
29241,5985,Apple___Black_rot
29242,5985,Apple___Black_rot
29243,6011,Apple___Black_rot
29244,6011,Apple___Black_rot
29245,6011,Apple___Black_rot
29246,6011,Apple___Black_rot
29247,6011,Apple___Black_rot
29248,6011,Apple___Black_rot
29249,6011,Apple___Black_rot
29250,5353,Apple___Black_rot
29251,5353,Apple___Black_rot
29252,5353,Apple___Black_rot
29253,5353,Apple___Black_rot
29254,5353,Apple___Black_rot
29255,5353,Apple___Black_rot
29256,1220,Apple___Black_rot
29257,1220,Apple___Black_rot
29258,1220,Apple___Black_rot
29259,1220,Apple___Black_rot
29260,1220,Apple___Black_rot
29261,1220,Apple___Black_rot
29262,4154,Apple___Black_rot
29263,4154,Apple___Black_rot
29264,4154,Apple___Black_rot
29265,4154,Apple___Black_rot
29266,4154,Apple___Black_rot
29267,4154,Apple___Black_rot
29268,4154,Apple___Black_rot
29269,4081,Apple___Black_rot
29270,4081,Apple___Black_rot
29271,4081,Apple___Black_rot
29272,4081,Apple___Black_rot
29273,4081,Apple___Black_rot
29274,4081,Apple___Black_rot
29275,1426,Apple___Black_rot
29276,1426,Apple___Black_rot
29277,1426,Apple___Black_rot
29278,1426,Apple___Black_rot
29279,1426,Apple___Black_rot
29280,1411,Apple___Black_rot
29281,1411,Apple___Black_rot
29282,1411,Apple___Black_rot
29283,1411,Apple___Black_rot
29284,1411,Apple___Black_rot
29285,1411,Apple___Black_rot
29286,2941,Apple___Black_rot
29287,2941,Apple___Black_rot
29288,2941,Apple___Black_rot
29289,2941,Apple___Black_rot
29290,2941,Apple___Black_rot
29291,2941,Apple___Black_rot
29292,1581,Apple___Black_rot
29293,1581,Apple___Black_rot
29294,1581,Apple___Black_rot
29295,1581,Apple___Black_rot
29296,1581,Apple___Black_rot
29297,1581,Apple___Black_rot
29298,2050,Apple___Black_rot
29299,2050,Apple___Black_rot
29300,2050,Apple___Black_rot
29301,2050,Apple___Black_rot
29302,2050,Apple___Black_rot
29303,4833,Apple___Black_rot
29304,4833,Apple___Black_rot
29305,4833,Apple___Black_rot
29306,4833,Apple___Black_rot
29307,4833,Apple___Black_rot
29308,5860,Apple___Black_rot
29309,5860,Apple___Black_rot
29310,5860,Apple___Black_rot
29311,5860,Apple___Black_rot
29312,5860,Apple___Black_rot
29313,5860,Apple___Black_rot
29314,5523,Apple___Black_rot
29315,5523,Apple___Black_rot
29316,5523,Apple___Black_rot
29317,5523,Apple___Black_rot
29318,5523,Apple___Black_rot
29319,5523,Apple___Black_rot
29320,5523,Apple___Black_rot
29321,2795,Apple___Black_rot
29322,2795,Apple___Black_rot
29323,2795,Apple___Black_rot
29324,2795,Apple___Black_rot
29325,2795,Apple___Black_rot
29326,2795,Apple___Black_rot
29327,3596,Apple___Black_rot
29328,3596,Apple___Black_rot
29329,3596,Apple___Black_rot
29330,3596,Apple___Black_rot
29331,3596,Apple___Black_rot
29332,3596,Apple___Black_rot
29333,3596,Apple___Black_rot
29334,1470,Potato___Early_blight
29335,1470,Potato___Early_blight
29336,1470,Potato___Early_blight
29337,1470,Potato___Early_blight
29338,1463,Potato___Early_blight
29339,1463,Potato___Early_blight
29340,1463,Potato___Early_blight
29341,1463,Potato___Early_blight
29342,1585,Potato___Early_blight
29343,1585,Potato___Early_blight
29344,1585,Potato___Early_blight
29345,1585,Potato___Early_blight
29346,1656,Potato___Early_blight
29347,1656,Potato___Early_blight
29348,1656,Potato___Early_blight
29349,1656,Potato___Early_blight
29350,476,Potato___Early_blight
29351,476,Potato___Early_blight
29352,476,Potato___Early_blight
29353,476,Potato___Early_blight
29354,2190,Potato___Early_blight
29355,2190,Potato___Early_blight
29356,2190,Potato___Early_blight
29357,2190,Potato___Early_blight
29358,4670,Potato___Early_blight
29359,4670,Potato___Early_blight
29360,4670,Potato___Early_blight
29361,4670,Potato___Early_blight
29362,1854,Potato___Early_blight
29363,1854,Potato___Early_blight
29364,1854,Potato___Early_blight
29365,1854,Potato___Early_blight
29366,1916,Potato___Early_blight
29367,1916,Potato___Early_blight
29368,1916,Potato___Early_blight
29369,1916,Potato___Early_blight
29370,5857,Potato___Early_blight
29371,5857,Potato___Early_blight
29372,5857,Potato___Early_blight
29373,5857,Potato___Early_blight
29374,4016,Potato___Early_blight
29375,4016,Potato___Early_blight
29376,4016,Potato___Early_blight
29377,4016,Potato___Early_blight
29378,2216,Potato___Early_blight
29379,2216,Potato___Early_blight
29380,2216,Potato___Early_blight
29381,2216,Potato___Early_blight
29382,4465,Potato___Early_blight
29383,4465,Potato___Early_blight
29384,4465,Potato___Early_blight
29385,4465,Potato___Early_blight
29386,539,Potato___Early_blight
29387,539,Potato___Early_blight
29388,539,Potato___Early_blight
29389,539,Potato___Early_blight
29390,136,Potato___Early_blight
29391,136,Potato___Early_blight
29392,136,Potato___Early_blight
29393,136,Potato___Early_blight
29394,5162,Potato___Early_blight
29395,5162,Potato___Early_blight
29396,5162,Potato___Early_blight
29397,5162,Potato___Early_blight
29398,5560,Potato___Early_blight
29399,5560,Potato___Early_blight
29400,5560,Potato___Early_blight
29401,5560,Potato___Early_blight
29402,3907,Potato___Early_blight
29403,3907,Potato___Early_blight
29404,3907,Potato___Early_blight
29405,3907,Potato___Early_blight
29406,1790,Potato___Early_blight
29407,1790,Potato___Early_blight
29408,1790,Potato___Early_blight
29409,1790,Potato___Early_blight
29410,1251,Potato___Early_blight
29411,1251,Potato___Early_blight
29412,1251,Potato___Early_blight
29413,1251,Potato___Early_blight
29414,154,Potato___Early_blight
29415,154,Potato___Early_blight
29416,154,Potato___Early_blight
29417,154,Potato___Early_blight
29418,2648,Potato___Early_blight
29419,2648,Potato___Early_blight
29420,2648,Potato___Early_blight
29421,2648,Potato___Early_blight
29422,4681,Potato___Early_blight
29423,4681,Potato___Early_blight
29424,4681,Potato___Early_blight
29425,4681,Potato___Early_blight
29426,3190,Potato___Early_blight
29427,3190,Potato___Early_blight
29428,3190,Potato___Early_blight
29429,3190,Potato___Early_blight
29430,2187,Potato___Early_blight
29431,2187,Potato___Early_blight
29432,2187,Potato___Early_blight
29433,2187,Potato___Early_blight
29434,3757,Potato___Early_blight
29435,3757,Potato___Early_blight
29436,3757,Potato___Early_blight
29437,3757,Potato___Early_blight
29438,5465,Potato___Early_blight
29439,5465,Potato___Early_blight
29440,5465,Potato___Early_blight
29441,5465,Potato___Early_blight
29442,92,Potato___Early_blight
29443,92,Potato___Early_blight
29444,92,Potato___Early_blight
29445,92,Potato___Early_blight
29446,3670,Potato___Early_blight
29447,3670,Potato___Early_blight
29448,3670,Potato___Early_blight
29449,3670,Potato___Early_blight
29450,1811,Potato___Early_blight
29451,1811,Potato___Early_blight
29452,1811,Potato___Early_blight
29453,1811,Potato___Early_blight
29454,4071,Potato___Early_blight
29455,4071,Potato___Early_blight
29456,4071,Potato___Early_blight
29457,4071,Potato___Early_blight
29458,4339,Potato___Early_blight
29459,4339,Potato___Early_blight
29460,4339,Potato___Early_blight
29461,4339,Potato___Early_blight
29462,1971,Potato___Early_blight
29463,1971,Potato___Early_blight
29464,1971,Potato___Early_blight
29465,1971,Potato___Early_blight
29466,1358,Potato___Early_blight
29467,1358,Potato___Early_blight
29468,1358,Potato___Early_blight
29469,1358,Potato___Early_blight
29470,5443,Potato___Early_blight
29471,5443,Potato___Early_blight
29472,5443,Potato___Early_blight
29473,5443,Potato___Early_blight
29474,4768,Potato___Early_blight
29475,4768,Potato___Early_blight
29476,4768,Potato___Early_blight
29477,4768,Potato___Early_blight
29478,1988,Potato___Early_blight
29479,1988,Potato___Early_blight
29480,1988,Potato___Early_blight
29481,1988,Potato___Early_blight
29482,5238,Potato___Early_blight
29483,5238,Potato___Early_blight
29484,5238,Potato___Early_blight
29485,5238,Potato___Early_blight
29486,384,Potato___Early_blight
29487,384,Potato___Early_blight
29488,384,Potato___Early_blight
29489,384,Potato___Early_blight
29490,1171,Potato___Early_blight
29491,1171,Potato___Early_blight
29492,1171,Potato___Early_blight
29493,1171,Potato___Early_blight
29494,4912,Potato___Early_blight
29495,4912,Potato___Early_blight
29496,4912,Potato___Early_blight
29497,4912,Potato___Early_blight
29498,117,Potato___Early_blight
29499,117,Potato___Early_blight
29500,117,Potato___Early_blight
29501,117,Potato___Early_blight
29502,3349,Potato___Early_blight
29503,3349,Potato___Early_blight
29504,3349,Potato___Early_blight
29505,3349,Potato___Early_blight
29506,3654,Potato___Early_blight
29507,3654,Potato___Early_blight
29508,3654,Potato___Early_blight
29509,3654,Potato___Early_blight
29510,1535,Potato___Early_blight
29511,1535,Potato___Early_blight
29512,1535,Potato___Early_blight
29513,1535,Potato___Early_blight
29514,4956,Potato___Early_blight
29515,4956,Potato___Early_blight
29516,4956,Potato___Early_blight
29517,4956,Potato___Early_blight
29518,990,Potato___Early_blight
29519,990,Potato___Early_blight
29520,990,Potato___Early_blight
29521,990,Potato___Early_blight
